POS,BIB,ATHLETE,COUNTRY,MARK,RxnTime,Race,Round,Gender,Year
8,2885,James Nyang†CHIENGJIEK,ROTROT,52.89,0.213,400 m,Heats,M,2016
1,3090,LaShawn†MERRITT,USAUSA,45.28 Q,0.235,400 m,Heats,M,2016
2,2880,Abdalelah†HAROUN,QATQAT,45.76 Q,0.19,400 m,Heats,M,2016
3,2121,Isaac†MAKWALA,BOTBOT,45.91 Q,0.242,400 m,Heats,M,2016
4,3027,Vitalii†BUTRYM,UKRUKR,45.92,0.166,400 m,Heats,M,2016
5,2587,Donald†BLAIR-SANFORD,ISRISR,46.06,0.163,400 m,Heats,M,2016
6,2982,Deon†LENDORE,TTOTTO,46.15,0.201,400 m,Heats,M,2016
7,2147,Hederson†ESTEFANI,BRABRA,46.68,0.234,400 m,Heats,M,2016
1,2539,Kirani†JAMES,GRNGRN,44.93 Q,0.156,400 m,Heats,M,2016
2,2623,Rusheen†MCDONALD,JAMJAM,45.22 Q,0.179,400 m,Heats,M,2016
3,2461,Matthew†HUDSON-SMITH,GBRGBR,45.26 Q,0.142,400 m,Heats,M,2016
4,3102,David†VERBURG,USAUSA,45.48 q,0.167,400 m,Heats,M,2016
5,2547,Winston†GEORGE,GUYGUY,45.77,0.186,400 m,Heats,M,2016
6,2254,Diego†PALOMEQUE,COLCOL,46.48,0.159,400 m,Heats,M,2016
,2160,Abbas Abubakar†ABBAS,BRNBRN,DQ RIAAF 163.3a,0.192,400 m,Heats,M,2016
1,2171,Ali Khamis†KHAMIS,BRNBRN,45.12 Q,0.161,400 m,Heats,M,2016
2,2065,Steven†GARDINER,BAHBAH,45.24 Q,0.149,400 m,Heats,M,2016
3,2780,Liemarvin†BONEVACIA,NEDNED,45.49 Q,0.142,400 m,Heats,M,2016
4,2849,Rafal†OMELKO,POLPOL,45.54 q,0.177,400 m,Heats,M,2016
5,2304,Pavel†MASL¡K,CZECZE,45.54 q,0.183,400 m,Heats,M,2016
6,2572,Muhammed Anas†YAHIYA,INDIND,45.95,0.158,400 m,Heats,M,2016
7,2792,Orukpe†ERAIYOKAN,NGRNGR,47.42,0.18,400 m,Heats,M,2016
8,2642,Yuzo†KANEMARU,JPNJPN,48.38,0.144,400 m,Heats,M,2016
1,2539,Kirani†JAMES,GRNGRN,44.02 Q,0.144,400 m,Semi,M,2016
2,3090,LaShawn†MERRITT,USAUSA,44.21 Q,0.271,400 m,Semi,M,2016
3,2125,Karabo†SIBANDA,BOTBOT,44.47 q,0.174,400 m,Semi,M,2016
4,2327,LuguelÌn†SANTOS,DOMDOM,44.71,0.155,400 m,Semi,M,2016
5,2620,Javon†FRANCIS,JAMJAM,44.96,0.17,400 m,Semi,M,2016
6,2262,Nery†BRENES,CRCCRC,45.02,0.181,400 m,Semi,M,2016
7,2780,Liemarvin†BONEVACIA,NEDNED,45.03,0.166,400 m,Semi,M,2016
8,2980,Lalonde†GORDON,TTOTTO,45.13,0.157,400 m,Semi,M,2016
1,2977,Machel†CEDENIO,TTOTTO,44.39 Q,0.243,400 m,Semi,M,2016
2,2910,Wayde†VAN NIEKERK,RSARSA,44.45 Q,0.156,400 m,Semi,M,2016
3,2304,Pavel†MASL¡K,CZECZE,45.06,0.185,400 m,Semi,M,2016
4,2929,Luka†JANEéIC,SLOSLO,45.07,0.154,400 m,Semi,M,2016
5,3102,David†VERBURG,USAUSA,45.61,0.159,400 m,Semi,M,2016
6,2623,Rusheen†MCDONALD,JAMJAM,46.12,0.182,400 m,Semi,M,2016
7,2880,Abdalelah†HAROUN,QATQAT,46.66,0.173,400 m,Semi,M,2016
,2126,Baboloki†THEBE,BOTBOT,DNS,,400 m,Semi,M,2016
1,2540,Bralon†TAPLIN,GRNGRN,44.44 Q,0.171,400 m,Semi,M,2016
2,2461,Matthew†HUDSON-SMITH,GBRGBR,44.48 Q,0.143,400 m,Semi,M,2016
3,2171,Ali Khamis†KHAMIS,BRNBRN,44.49 q,0.145,400 m,Semi,M,2016
4,3093,Gil†ROBERTS,USAUSA,44.65,0.151,400 m,Semi,M,2016
5,2065,Steven†GARDINER,BAHBAH,44.72,0.156,400 m,Semi,M,2016
6,2275,Yoandys†LESCAY,CUBCUB,45,0.216,400 m,Semi,M,2016
7,2849,Rafal†OMELKO,POLPOL,45.28,0.164,400 m,Semi,M,2016
8,2121,Isaac†MAKWALA,BOTBOT,46.6,0.173,400 m,Semi,M,2016
1,2910,Wayde†VAN NIEKERK,RSARSA,43.03,0.181,400 m,Final,M,2016
2,2539,Kirani†JAMES,GRNGRN,43.76,0.134,400 m,Final,M,2016
3,3090,LaShawn†MERRITT,USAUSA,43.85,0.204,400 m,Final,M,2016
4,2977,Machel†CEDENIO,TTOTTO,44.01,0.203,400 m,Final,M,2016
5,2125,Karabo†SIBANDA,BOTBOT,44.25,0.164,400 m,Final,M,2016
6,2171,Ali Khamis†KHAMIS,BRNBRN,44.36,0.148,400 m,Final,M,2016
7,2540,Bralon†TAPLIN,GRNGRN,44.45,0.181,400 m,Final,M,2016
8,2461,Matthew†HUDSON-SMITH,GBRGBR,44.61,0.138,400 m,Final,M,2016
1,1046,Nadine†VISSER,NEDNED,24.34,0.161,200 m,Heptathlon,F,2016
2,1027,Nadine†BROERSEN,NEDNED,24.94,0.16,200 m,Heptathlon,F,2016
3,380,Nafissatou†THIAM,BELBEL,25.1,0.194,200 m,Heptathlon,F,2016
4,822,Gyˆrgyi†ZSIVOCZKY-FARKAS,HUNHUN,25.38,0.165,200 m,Heptathlon,F,2016
5,1278,Alina†FODOROVA,UKRUKR,25.44,0.19,200 m,Heptathlon,F,2016
6,808,SofÌa†YFANTÕDOU,GREGRE,26.32,0.135,200 m,Heptathlon,F,2016
,1394,Ekaterina†VORONINA,UZBUZB,DNS,,200 m,Heptathlon,F,2016
1,412,Vanessa†CHEFER,BRABRA,24.11,0.131,200 m,Heptathlon,F,2016
2,1282,Hanna†KASYANOVA,UKRUKR,24.6,0.121,200 m,Heptathlon,F,2016
3,1142,Alysbeth†FELIX,PURPUR,24.74,0.168,200 m,Heptathlon,F,2016
4,770,Jennifer†OESER,GERGER,24.99,0.146,200 m,Heptathlon,F,2016
5,680,Antoinette†NANA DJIMOU IDA,FRAFRA,25.07,0.153,200 m,Heptathlon,F,2016
6,817,XÈnia†KRIZS¡N,HUNHUN,25.24,0.172,200 m,Heptathlon,F,2016
7,593,Eliöka†KLUCINOV¡,CZECZE,25.37,0.146,200 m,Heptathlon,F,2016
,636,Grit†äADEIKO,ESTEST,DNS,,200 m,Heptathlon,F,2016
1,1045,Anouk†VETTER,NEDNED,23.93,0.156,200 m,Heptathlon,F,2016
2,583,Yorgelis†RODRÕGUEZ,CUBCUB,24.26,0.163,200 m,Heptathlon,F,2016
3,590,Katerina†CACHOV¡,CZECZE,24.32,0.135,200 m,Heptathlon,F,2016
4,772,Claudia†RATH,GERGER,24.48,0.152,200 m,Heptathlon,F,2016
5,348,Ivona†DADIC,AUTAUT,24.6,0.23,200 m,Heptathlon,F,2016
6,1064,Uhunoma†OSAZUWA,NGRNGR,24.67,0.167,200 m,Heptathlon,F,2016
7,1362,Barbara†NWABA,USAUSA,24.77,0.203,200 m,Heptathlon,F,2016
8,1359,Heather†MILLER-KOCH,USAUSA,24.97,0.219,200 m,Heptathlon,F,2016
1,705,Katarina†JOHNSON-THOMPSON,GBRGBR,23.26,0.172,200 m,Heptathlon,F,2016
2,702,Jessica†ENNIS-HILL,GBRGBR,23.49,0.156,200 m,Heptathlon,F,2016
3,972,Laura†IKAUNIECE-ADMIDINA,LATLAT,23.76,0.136,200 m,Heptathlon,F,2016
4,777,Carolin†SCHƒFER,GERGER,23.99,0.129,200 m,Heptathlon,F,2016
5,1380,Kendell†WILLIAMS,USAUSA,24.09,0.139,200 m,Heptathlon,F,2016
6,546,Evelis†AGUILAR,COLCOL,24.12,0.15,200 m,Heptathlon,F,2016
7,497,Brianne†THEISEN EATON,CANCAN,24.18,0.161,200 m,Heptathlon,F,2016
8,368,Akela†JONES,BARBAR,24.35,0.187,200 m,Heptathlon,F,2016
1,1039,Dafne†SCHIPPERS,NEDNED,22.51 Q,0.145,200 m,Heats,F,2016
2,1300,Natalia†POHREBNIAK,UKRUKR,22.64 Q,0.134,200 m,Heats,F,2016
3,474,Crystal†EMMANUEL,CANCAN,22.80 q,0.144,200 m,Heats,F,2016
4,1103,Anna†KIELBASINSKA,POLPOL,22.95,0.155,200 m,Heats,F,2016
5,1253,Reyare†THOMAS,TTOTTO,22.97,0.202,200 m,Heats,F,2016
6,1184,Maja†MIHALINEC,SLOSLO,23.38,0.132,200 m,Heats,F,2016
7,373,Olivia†BORLEE,BELBEL,23.53,0.17,200 m,Heats,F,2016
8,1006,Afa†ISMAIL,MDVMDV,24.96,0.193,200 m,Heats,F,2016
1,1365,Jenna†PRANDINI,USAUSA,22.62 Q,0.163,200 m,Heats,F,2016
2,763,Lisa†MAYER,GERGER,22.86 Q,0.172,200 m,Heats,F,2016
3,360,Tynia†GAITHER,BAHBAH,22.90 q,0.16,200 m,Heats,F,2016
4,613,¡ngela†TENORIO,ECUECU,22.94 q,0.16,200 m,Heats,F,2016
5,1143,Celiangeli†MORALES,PURPUR,23,0.164,200 m,Heats,F,2016
6,864,Gloria†HOOPER,ITAITA,23.05,0.167,200 m,Heats,F,2016
7,608,Mariely†S¡NCHEZ,DOMDOM,23.39,0.159,200 m,Heats,F,2016
8,372,Cynthia†BOLINGO,BELBEL,23.98,0.188,200 m,Heats,F,2016
1,1245,Michelle-Lee†AHYE,TTOTTO,22.50 Q,0.17,200 m,Heats,F,2016
2,885,Simone†FACEY,JAMJAM,22.78 Q,0.164,200 m,Heats,F,2016
3,439,Kauiza†VEN¬NCIO,BRABRA,23.06,0.187,200 m,Heats,F,2016
4,1162,Alyssa†CONLEY,RSARSA,23.17,0.114,200 m,Heats,F,2016
5,508,Isidora†JIM…NEZ,CHICHI,23.29,0.132,200 m,Heats,F,2016
6,621,Estela†GARCÕA,ESPESP,23.43,0.137,200 m,Heats,F,2016
7,1309,Nataliya†STROHOVA,UKRUKR,23.69,0.164,200 m,Heats,F,2016
8,1240,Yelena†RYABOVA,TKMTKM,25.45,0.17,200 m,Heats,F,2016
1,540,Marie-Josee†TA LOU,CIVCIV,22.31 Q,0.141,200 m,Heats,F,2016
2,903,Elaine†THOMPSON,JAMJAM,22.63 Q,0.177,200 m,Heats,F,2016
3,762,Gina†L‹CKENKEMPER,GERGER,22.80 q,0.207,200 m,Heats,F,2016
4,798,Maria†BELIMPASAKI,GREGRE,23.19,0.183,200 m,Heats,F,2016
5,1166,Justine†PALFRAMAN,RSARSA,23.33,0.151,200 m,Heats,F,2016
6,790,Janet†AMPONSAH,GHAGHA,23.67,0.157,200 m,Heats,F,2016
7,315,Diana†KHUBESERYAN,ARMARM,25.16,0.146,200 m,Heats,F,2016
8,1198,Margret†HASSAN,SSDSSD,26.99,0.263,200 m,Heats,F,2016
1,1059,Blessing†OKAGBARE,NGRNGR,22.71 Q,0.158,200 m,Heats,F,2016
2,695,Dina†ASHER-SMITH,GBRGBR,22.77 Q,0.164,200 m,Heats,F,2016
3,363,Anthonique†STRACHAN,BAHBAH,22.96,0.161,200 m,Heats,F,2016
4,1043,Tessa†VAN SCHAGEN,NEDNED,23.41,0.189,200 m,Heats,F,2016
5,692,Gina†BASS,GAMGAM,23.43,0.179,200 m,Heats,F,2016
6,833,Srabani†NANDA,INDIND,23.58,0.15,200 m,Heats,F,2016
7,1020,AurÈlie†ALCINDOR,MRIMRI,24.55,0.201,200 m,Heats,F,2016
8,313,Gayane†CHILOYAN,ARMARM,25.03,0.179,200 m,Heats,F,2016
1,1374,Deajah†STEVENS,USAUSA,22.45 Q,0.16,200 m,Heats,F,2016
2,1400,Nercely†SOTO,VENVEN,22.89 Q,0.196,200 m,Heats,F,2016
3,1038,Jamile†SAMUEL,NEDNED,23.04,0.159,200 m,Heats,F,2016
4,589,Ramona†PAPAIOANNOU,CYPCYP,23.1,0.14,200 m,Heats,F,2016
5,1276,Yelyzaveta†BRYZGINA,UKRUKR,23.28,0.178,200 m,Heats,F,2016
6,1391,Nigina†SHARIPOVA,UZBUZB,23.33,0.14,200 m,Heats,F,2016
7,941,Viktoriya†ZYABKINA,KAZKAZ,23.34,0.167,200 m,Heats,F,2016
8,1080,Najima†PARVEEN,PAKPAK,26.11,0.183,200 m,Heats,F,2016
1,458,Ivet†LALOVA-COLLIO,BULBUL,22.61 Q,0.136,200 m,Heats,F,2016
2,334,Ella†NELSON,AUSAUS,22.66 Q,0.155,200 m,Heats,F,2016
3,731,Jodie†WILLIAMS,GBRGBR,22.69 q,0.135,200 m,Heats,F,2016
4,1127,LorËne Dorcas†BAZOLO,PORPOR,23.01,0.166,200 m,Heats,F,2016
5,914,Chisato†FUKUSHIMA,JPNJPN,23.21,0.125,200 m,Heats,F,2016
6,855,LaVerne†JONES-FERRETTE,ISVISV,23.35,0.127,200 m,Heats,F,2016
7,432,Vitoria Cristina†ROSA,BRABRA,23.35,0.191,200 m,Heats,F,2016
8,359,Sheniqua†FERGUSON,BAHBAH,23.62,0.153,200 m,Heats,F,2016
1,1326,Tori†BOWIE,USAUSA,22.47 Q,0.145,200 m,Heats,F,2016
2,539,Murielle†AHOUR…,CIVCIV,22.52 Q,0.156,200 m,Heats,F,2016
3,1206,Mujinga†KAMBUNDJI,SUISUI,22.78 q,0.139,200 m,Heats,F,2016
4,746,Nadine†GONSKA,GERGER,23.03,0.129,200 m,Heats,F,2016
5,587,Eleni†ARTYMATA,CYPCYP,23.27,0.166,200 m,Heats,F,2016
6,577,Arialis J.†GANDULLA,CUBCUB,23.41,0.149,200 m,Heats,F,2016
7,813,Brenessa†THOMPSON,GUYGUY,23.65,0.155,200 m,Heats,F,2016
8,455,Maizurah†ABDUL RAHIM,BRUBRU,28.02,0.173,200 m,Heats,F,2016
1,454,Edidiong Ofonime†ODIONG,BRNBRN,22.74 Q,0.156,200 m,Heats,F,2016
2,1249,Semoy†HACKETT,TTOTTO,22.78 Q,0.162,200 m,Heats,F,2016
3,882,Veronica†CAMPBELL-BROWN,JAMJAM,22.97,0.17,200 m,Heats,F,2016
4,936,Olga†SAFRONOVA,KAZKAZ,23.29,0.144,200 m,Heats,F,2016
5,879,Ashley†KELLY,IVBIVB,23.61,0.191,200 m,Heats,F,2016
6,1180,Tameka†WILLIAMS,SKNSKN,23.61,0.16,200 m,Heats,F,2016
7,1188,Sabina†VEIT,SLOSLO,23.75,0.161,200 m,Heats,F,2016
8,1239,Kristina†PRONZHENKO,TJKTJK,25.53,0.213,200 m,Heats,F,2016
1,1039,Dafne†SCHIPPERS,NEDNED,21.96 Q,0.139,200 m,Semi,F,2016
2,903,Elaine†THOMPSON,JAMJAM,22.13 Q,0.164,200 m,Semi,F,2016
3,1374,Deajah†STEVENS,USAUSA,22.38 q,0.17,200 m,Semi,F,2016
4,695,Dina†ASHER-SMITH,GBRGBR,22.49 q,0.143,200 m,Semi,F,2016
5,1059,Blessing†OKAGBARE,NGRNGR,22.69,0.179,200 m,Semi,F,2016
6,1206,Mujinga†KAMBUNDJI,SUISUI,22.83,0.121,200 m,Semi,F,2016
7,763,Lisa†MAYER,GERGER,22.9,0.162,200 m,Semi,F,2016
8,360,Tynia†GAITHER,BAHBAH,23.45,0.149,200 m,Semi,F,2016
1,540,Marie-Josee†TA LOU,CIVCIV,22.28 Q,0.156,200 m,Semi,F,2016
2,458,Ivet†LALOVA-COLLIO,BULBUL,22.42 Q,0.127,200 m,Semi,F,2016
3,334,Ella†NELSON,AUSAUS,22.5,0.165,200 m,Semi,F,2016
4,1365,Jenna†PRANDINI,USAUSA,22.55,0.196,200 m,Semi,F,2016
5,1300,Natalia†POHREBNIAK,UKRUKR,22.81,0.163,200 m,Semi,F,2016
6,1249,Semoy†HACKETT,TTOTTO,22.94,0.24,200 m,Semi,F,2016
7,613,¡ngela†TENORIO,ECUECU,22.99,0.16,200 m,Semi,F,2016
8,731,Jodie†WILLIAMS,GBRGBR,22.99,0.173,200 m,Semi,F,2016
1,1326,Tori†BOWIE,USAUSA,22.13 Q,0.145,200 m,Semi,F,2016
2,1245,Michelle-Lee†AHYE,TTOTTO,22.25 Q,0.153,200 m,Semi,F,2016
3,885,Simone†FACEY,JAMJAM,22.57,0.158,200 m,Semi,F,2016
4,539,Murielle†AHOUR…,CIVCIV,22.59,0.144,200 m,Semi,F,2016
5,762,Gina†L‹CKENKEMPER,GERGER,22.73,0.196,200 m,Semi,F,2016
6,454,Edidiong Ofonime†ODIONG,BRNBRN,22.84,0.156,200 m,Semi,F,2016
7,1400,Nercely†SOTO,VENVEN,22.88,0.174,200 m,Semi,F,2016
8,474,Crystal†EMMANUEL,CANCAN,23.05,0.149,200 m,Semi,F,2016
1,903,Elaine†THOMPSON,JAMJAM,21.78,0.152,200 m,Final,F,2016
2,1039,Dafne†SCHIPPERS,NEDNED,21.88,0.141,200 m,Final,F,2016
3,1326,Tori†BOWIE,USAUSA,22.15,0.143,200 m,Final,F,2016
4,540,Marie-Josee†TA LOU,CIVCIV,22.21,0.153,200 m,Final,F,2016
5,695,Dina†ASHER-SMITH,GBRGBR,22.31,0.135,200 m,Final,F,2016
6,1245,Michelle-Lee†AHYE,TTOTTO,22.34,0.158,200 m,Final,F,2016
7,1374,Deajah†STEVENS,USAUSA,22.65,0.171,200 m,Final,F,2016
8,458,Ivet†LALOVA-COLLIO,BULBUL,22.69,0.104,200 m,Final,F,2016
1,2767,Riste†PANDEV,MKDMKD,10.72 Q,0.145,100 m,Preliminary,M,2016
2,2557,Sudirman†HADI,INAINA,10.77 Q,0.136,100 m,Preliminary,M,2016
3,2827,Mohammed†ABUKHOUSA,PLEPLE,10.82 q,0.176,100 m,Preliminary,M,2016
4,2482,Holder†DA SILVA,GBSGBS,10.97,0.165,100 m,Preliminary,M,2016
5,2439,Wilfried†BINGANGOYE,GABGAB,11.03,0.145,100 m,Preliminary,M,2016
6,2544,Mohamed Lamine†DANSOKO,GUIGUI,11.05,0.145,100 m,Preliminary,M,2016
7,2000,Abdul Wahab†ZAHIRI,AFGAFG,11.56,0.17,100 m,Preliminary,M,2016
8,2766,Richson†SIMEON,MHLMHL,11.81,0.136,100 m,Preliminary,M,2016
1,2756,Hassan†SAAID,MDVMDV,10.43 Q,0.13,100 m,Preliminary,M,2016
2,2965,Siueni†FILIMONE,TGATGA,10.76 Q,0.155,100 m,Preliminary,M,2016
3,2769,Luke†BEZZINA,MLTMLT,11.04,0.167,100 m,Preliminary,M,2016
4,2078,Masbah†AHMMED,BANBAN,11.34,0.137,100 m,Preliminary,M,2016
5,2029,Isaac†SILAFAU,ASAASA,11.51,0.141,100 m,Preliminary,M,2016
6,2704,John†RUUKA,KIRKIR,11.65,0.178,100 m,Preliminary,M,2016
7,2015,Hermenegildo†LEITE,ANGANG,11.65,0.145,100 m,Preliminary,M,2016
1,2828,Rodman†TELTULL,PLWPLW,10.53 Q,0.135,100 m,Preliminary,M,2016
2,2921,Jin Wei Timothee†YAP,SGPSGP,10.84 Q,0.14,100 m,Preliminary,M,2016
3,2179,Md Fakhri†ISMAIL,BRUBRU,10.92 q,0.163,100 m,Preliminary,M,2016
4,2928,Ismail†KAMARA,SLESLE,10.95,0.146,100 m,Preliminary,M,2016
5,2438,Kapiriel†KITSON,FSMFSM,11.42,0.159,100 m,Preliminary,M,2016
6,2775,Jidou†EL MOCTAR,MTNMTN,11.44,0.157,100 m,Preliminary,M,2016
7,3012,Etimoni†TIMUANI,TUVTUV,11.81,0.143,100 m,Preliminary,M,2016
1,2164,Kemarley†BROWN,BRNBRN,10.13 Q,0.146,100 m,Heats,M,2016
2,2476,Chijindu†UJAH,GBRGBR,10.13 Q,0.15,100 m,Heats,M,2016
3,3053,Marvin†BRACY,USAUSA,10.16 q,0.155,100 m,Heats,M,2016
4,2797,Seye†OGUNLEWE,NGRNGR,10.26,0.139,100 m,Heats,M,2016
5,2882,Femi†OGUNODE,QATQAT,10.28,0.17,100 m,Heats,M,2016
6,2528,Sean†SAFO-ANTWI,GHAGHA,10.43,0.145,100 m,Heats,M,2016
7,2575,Reza†GHASEMI,IRIIRI,10.47,0.15,100 m,Heats,M,2016
8,2067,Adrian†GRIFFITH,BAHBAH,10.53,0.143,100 m,Heats,M,2016
9,2179,Md Fakhri†ISMAIL,BRUBRU,10.95,0.151,100 m,Heats,M,2016
1,3069,Justin†GATLIN,USAUSA,10.01 Q,0.16,100 m,Heats,M,2016
2,2016,Daniel†BAILEY,ANTANT,10.20 Q,0.153,100 m,Heats,M,2016
3,2986,Rondel†SORRILLO,TTOTTO,10.23,0.112,100 m,Heats,M,2016
4,3125,Gerald†PHIRI,ZAMZAM,10.27,0.146,100 m,Heats,M,2016
5,2502,Lucas†JAKUBCZYK,GERGER,10.29,0.166,100 m,Heats,M,2016
6,2791,Ogho-Oghene†EGWERO,NGRNGR,10.37,0.151,100 m,Heats,M,2016
7,2244,Hua Wilfried†KOFFI,CIVCIV,10.37,0.166,100 m,Heats,M,2016
8,2828,Rodman†TELTULL,PLWPLW,10.64,0.133,100 m,Heats,M,2016
9,2767,Riste†PANDEV,MKDMKD,10.71,0.163,100 m,Heats,M,2016
1,2234,Zhenye†XIE,CHNCHN,10.08 Q,0.143,100 m,Heats,M,2016
2,2608,Nickel†ASHMEADE,JAMJAM,10.13 Q,0.132,100 m,Heats,M,2016
3,2580,Hassan†TAFTIAN,IRIIRI,10.17 q,0.15,100 m,Heats,M,2016
4,2924,Kim†COLLINS,SKNSKN,10.18 q,0.151,100 m,Heats,M,2016
5,2717,Abdullah Abkar†MOHAMMED,KSAKSA,10.26,0.154,100 m,Heats,M,2016
6,2747,Aziz†OUHADI,MARMAR,10.34,0.158,100 m,Heats,M,2016
7,2215,Kemar†HYMAN,CAYCAY,10.34,0.16,100 m,Heats,M,2016
8,2549,Darrell†WESH,HAIHAI,10.39,0.138,100 m,Heats,M,2016
1,2196,Andre†DE GRASSE,CANCAN,10.04 Q,0.148,100 m,Heats,M,2016
2,2636,Aska†CAMBRIDGE,JPNJPN,10.13 Q,0.137,100 m,Heats,M,2016
3,2229,Bingtian†SU,CHNCHN,10.17 q,0.146,100 m,Heats,M,2016
4,2434,Jimmy†VICAUT,FRAFRA,10.19 q,0.164,100 m,Heats,M,2016
5,2785,Churandy†MARTINA,NEDNED,10.22,0.142,100 m,Heats,M,2016
6,2725,Emmanuel†MATADI,LBRLBR,10.31,0.146,100 m,Heats,M,2016
7,2513,Julian†REUS,GERGER,10.34,0.135,100 m,Heats,M,2016
8,2072,Jamial†ROLLE,BAHBAH,10.68,0.145,100 m,Heats,M,2016
9,2557,Sudirman†HADI,INAINA,10.7,0.122,100 m,Heats,M,2016
1,2245,Ben Youssef†MEIT…,CIVCIV,10.03 Q,0.145,100 m,Heats,M,2016
2,3054,Trayvon†BROMELL,USAUSA,10.13 Q,0.165,100 m,Heats,M,2016
3,2427,Christophe†LEMAITRE,FRAFRA,10.16 q,0.15,100 m,Heats,M,2016
4,2018,Cejhae†GREENE,ANTANT,10.20 q,0.156,100 m,Heats,M,2016
5,2975,Keston†BLEDMAN,TTOTTO,10.2,0.15,100 m,Heats,M,2016
6,2199,Akeem†HAYNES,CANCAN,10.22,0.123,100 m,Heats,M,2016
7,3127,Gabriel†MVUMVURE,ZIMZIM,10.28,0.131,100 m,Heats,M,2016
8,2756,Hassan†SAAID,MDVMDV,10.47,0.135,100 m,Heats,M,2016
,2965,Siueni†FILIMONE,TGATGA,DNS,,100 m,Heats,M,2016
1,2611,Yohan†BLAKE,JAMJAM,10.11 Q,0.154,100 m,Heats,M,2016
2,3002,Jak Ali†HARVEY,TURTUR,10.14 Q,0.159,100 m,Heats,M,2016
3,2815,Barakat Mubarak†AL-HARTHI,OMAOMA,10.22,0.155,100 m,Heats,M,2016
4,2727,Mosito†LEHATA,LESLES,10.25,0.151,100 m,Heats,M,2016
5,2451,James†ELLINGTON,GBRGBR,10.29,0.145,100 m,Heats,M,2016
6,2894,Henricho†BRUINTJIES,RSARSA,10.33,0.107,100 m,Heats,M,2016
7,2240,Peimeng†ZHANG,CHNCHN,10.36,0.121,100 m,Heats,M,2016
8,2922,Antoine†ADAMS,SKNSKN,10.39,0.149,100 m,Heats,M,2016
1,2612,Usain†BOLT,JAMJAM,10.07 Q,0.156,100 m,Heats,M,2016
2,2170,Andrew†FISHER,BRNBRN,10.12 Q,0.134,100 m,Heats,M,2016
3,2447,James†DASAOLU,GBRGBR,10.18 q,0.171,100 m,Heats,M,2016
4,2645,Yoshihide†KIRYU,JPNJPN,10.23,0.15,100 m,Heats,M,2016
5,2068,Shavez†HART,BAHBAH,10.28,0.139,100 m,Heats,M,2016
6,2988,Richard†THOMPSON,TTOTTO,10.29,0.13,100 m,Heats,M,2016
7,2726,Jahvid†BEST,LCALCA,10.39,0.147,100 m,Heats,M,2016
8,2950,Jurgen†THEMEN,SURSUR,10.47,0.139,100 m,Heats,M,2016
9,2921,Jin Wei Timothee†YAP,SGPSGP,10.79,0.149,100 m,Heats,M,2016
1,2909,Akani†SIMBINE,RSARSA,10.14 Q,0.124,100 m,Heats,M,2016
2,2664,Ryota†YAMAGATA,JPNJPN,10.20 Q,0.111,100 m,Heats,M,2016
3,2192,Aaron†BROWN,CANCAN,10.24,0.135,100 m,Heats,M,2016
4,2081,Ramon†GITTENS,BARBAR,10.25,0.162,100 m,Heats,M,2016
5,2779,Solomon†BOCKARIE,NEDNED,10.36,0.127,100 m,Heats,M,2016
5,2146,VÌtor Hugo†DOS SANTOS,BRABRA,10.36,0.157,100 m,Heats,M,2016
7,2706,Kukyoung†KIM,KORKOR,10.37,0.135,100 m,Heats,M,2016
8,2925,Brijesh†LAWRENCE,SKNSKN,10.55,0.163,100 m,Heats,M,2016
9,2827,Mohammed†ABUKHOUSA,PLEPLE,11.89,0.153,100 m,Heats,M,2016
1,2434,Jimmy†VICAUT,FRAFRA,9.95 Q,0.131,100 m,Semi,M,2016
2,2245,Ben Youssef†MEIT…,CIVCIV,9.97 Q,0.142,100 m,Semi,M,2016
3,2909,Akani†SIMBINE,RSARSA,9.98 q,0.144,100 m,Semi,M,2016
4,3002,Jak Ali†HARVEY,TURTUR,10.03,0.148,100 m,Semi,M,2016
5,2608,Nickel†ASHMEADE,JAMJAM,10.05,0.118,100 m,Semi,M,2016
6,3053,Marvin†BRACY,USAUSA,10.08,0.152,100 m,Semi,M,2016
7,2234,Zhenye†XIE,CHNCHN,10.11,0.134,100 m,Semi,M,2016
8,2580,Hassan†TAFTIAN,IRIIRI,10.23,0.136,100 m,Semi,M,2016
1,2612,Usain†BOLT,JAMJAM,9.86 Q,0.143,100 m,Semi,M,2016
2,2196,Andre†DE GRASSE,CANCAN,9.92 Q,0.13,100 m,Semi,M,2016
3,3054,Trayvon†BROMELL,USAUSA,10.01 q,0.128,100 m,Semi,M,2016
4,2476,Chijindu†UJAH,GBRGBR,10.01,0.16,100 m,Semi,M,2016
5,2664,Ryota†YAMAGATA,JPNJPN,10.05,0.109,100 m,Semi,M,2016
6,2924,Kim†COLLINS,SKNSKN,10.12,0.138,100 m,Semi,M,2016
7,2018,Cejhae†GREENE,ANTANT,10.13,0.143,100 m,Semi,M,2016
,2170,Andrew†FISHER,BRNBRN,DQ RIAAF 162.7,,100 m,Semi,M,2016
1,3069,Justin†GATLIN,USAUSA,9.94 Q,0.151,100 m,Semi,M,2016
2,2611,Yohan†BLAKE,JAMJAM,10.01 Q,0.147,100 m,Semi,M,2016
3,2427,Christophe†LEMAITRE,FRAFRA,10.07,0.122,100 m,Semi,M,2016
4,2229,Bingtian†SU,CHNCHN,10.08,0.14,100 m,Semi,M,2016
